TRIAL_STORE,CONTROL_STORE,MATCH_SCORE,SALES_UPLIFT,CUSTOMER_UPLIFT,TXN_PER_CUSTOMER_UPLIFT,SALES_THRESHOLD,CUSTOMER_THRESHOLD,SALES_SIGNIFICANT,CUSTOMER_SIGNIFICANT,SALES_SIGNIFICANT_MONTHS,CUSTOMER_SIGNIFICANT_MONTHS,RECOMMENDATION
77,233,0.968499037257396,0.2615468650086281,0.23065290097426216,-0.02031641235343873,0.09704390515871318,0.03544506290021755,True,True,2,2,ROLL OUT
86,155,0.9426440455622689,0.13150143573636974,0.13541666666666674,0.006643558425989404,0.050200027755155655,0.020767631792849062,False,True,1,3,DO NOT ROLL OUT / INVESTIGATE
88,237,0.8025248185739419,0.12115730876723196,0.06354296388542946,0.0641147534054578,0.06503409977424565,0.014399440698752179,True,True,2,2,ROLL OUT
